exact_match,bleu,rouge_l,meteor,bertscore_f1,samples,config,decoder,gemini_judge
0.36923076923076925,0.2959456051176345,0.7008412132921137,0.5002610326582735,0.7696757316589355,260,A1,lstm,0.55
0.3,0.22965294907860961,0.6572407134939537,0.44687871032513726,0.7407194972038269,260,A2,transformer,0.495
